gene	rho	pvalue	padj	program
CAPS	0.2343958026275158	0.0	0.0	late_up
RPL29	-0.23435871305156467	0.0	0.0	late_down
ITGAE	-0.23426564145803835	0.0	0.0	late_down
CENPW	-0.2341428928517296	0.0	0.0	late_down
COX4I1	-0.2341041534110562	0.0	0.0	late_down
MZT2B	-0.2338615775636598	0.0	0.0	late_down
RPL26	-0.2337308836815444	0.0	0.0	late_down
DDX39B	-0.23330601359124412	0.0	0.0	late_down
TUBB	-0.23302608832439126	0.0	0.0	late_down
AHNAK	-0.23273128306004703	0.0	0.0	late_down
NTAN1	-0.23242789369791822	0.0	0.0	late_down
RPS18	-0.2320993290093525	0.0	0.0	late_down
PTP4A1	0.23169856165446828	0.0	0.0	late_up
NFATC1	0.23162634079991992	0.0	0.0	late_up
RALA	-0.23131551953325555	0.0	0.0	late_down
HACD1	-0.23126670022873855	0.0	0.0	late_down
APLP2	-0.23104863258708996	0.0	0.0	late_down
ETHE1	-0.23082616708085332	0.0	0.0	late_down
REXO2	-0.23081731422019974	0.0	0.0	late_down
CILP	0.23078543274758623	0.0	0.0	late_up
CCL2	-0.23074763279246913	0.0	0.0	late_down
C4orf3	-0.2306212268795764	0.0	0.0	late_down
MEGF6	-0.23035559969150068	0.0	0.0	late_down
RNASE4	-0.23016729911735412	0.0	0.0	late_down
PRELID1	-0.22993879701768297	0.0	0.0	late_down
GABARAPL1	0.22975828367330317	0.0	0.0	late_up
ANGPTL4	-0.22972390104710363	0.0	0.0	late_down
UQCC2	-0.22964530927064308	0.0	0.0	late_down
PPP1R15B	0.2293997485620133	0.0	0.0	late_up
PSMD9	-0.229013918526084	0.0	0.0	late_down
FUS	0.22860385513958228	0.0	0.0	late_up
TXNDC17	-0.22820847173558045	0.0	0.0	late_down
LAMTOR2	-0.2280374276391604	0.0	0.0	late_down
WNT5B	-0.22802588373063762	0.0	0.0	late_down
ANTXR2	-0.22754507175590571	0.0	0.0	late_down
GSTO1	-0.22748152370509478	0.0	0.0	late_down
BLVRB	-0.22744040145139036	0.0	0.0	late_down
ARL2	-0.22731430727659527	0.0	0.0	late_down
MXRA8	-0.22729231820321605	0.0	0.0	late_down
KHDRBS3	-0.22725592658582872	0.0	0.0	late_down
NCS1	-0.22697930302961278	0.0	0.0	late_down
